id;title;allday;start;end;description;url_public;url_admin;location_id;location_type;location_name;campus_id;campus_name;campus_1;category_id;category_name;owner_id;owner_name;presenter;calendar_id;calendar_name;calendar_public;calendar_admin;registration;color;featured_image;more_info;setup_time;teardown_time;has_registration_opened;has_registration_closed;physical_seats;physical_seats_taken;online_seats;online_seats_taken;seats_taken;wait_list;online_user_id;zoom_email;online_meeting_id;online_host_url;online_join_url;online_join_password;online_provider
3987806;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2023-01-11T11:30:00Z;2023-01-11T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/3987806;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3987806;4360;0;KUB Nord: Data Lab;41;KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N;NA;32027;Datalab;16332;Christian Knudsen;NA;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/boks_til_ku3.jpg;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3987806;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2023-01-11T11:30:00Z;2023-01-11T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/3987806;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3987806;4360;0;KUB Nord: Data Lab;41;KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N;NA;33564;English;16332;Christian Knudsen;NA;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/boks_til_ku3.jpg;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3987806;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2023-01-11T11:30:00Z;2023-01-11T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/3987806;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3987806;4360;0;KUB Nord: Data Lab;41;KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N;NA;33560;Harvesting;16332;Christian Knudsen;NA;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/boks_til_ku3.jpg;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3987806;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2023-01-11T11:30:00Z;2023-01-11T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/3987806;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3987806;4360;0;KUB Nord: Data Lab;41;KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N;NA;33563;Visualisation;16332;Christian Knudsen;NA;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/boks_til_ku3.jpg;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3987807;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2023-01-18T11:30:00Z;2023-01-18T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/3987807;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3987807;4360;0;KUB Nord: Data Lab;41;KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N;NA;33562;Analysis;16332;Christian Knudsen;NA;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/boks_til_ku3.jpg;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3987807;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2023-01-18T11:30:00Z;2023-01-18T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/3987807;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3987807;4360;0;KUB Nord: Data Lab;41;KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N;NA;33561;Cleaning;16332;Christian Knudsen;NA;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/boks_til_ku3.jpg;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3987807;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2023-01-18T11:30:00Z;2023-01-18T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/3987807;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3987807;4360;0;KUB Nord: Data Lab;41;KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N;NA;32027;Datalab;16332;Christian Knudsen;NA;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/boks_til_ku3.jpg;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3987807;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2023-01-18T11:30:00Z;2023-01-18T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/3987807;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3987807;4360;0;KUB Nord: Data Lab;41;KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N;NA;33564;English;16332;Christian Knudsen;NA;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/boks_til_ku3.jpg;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3987807;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2023-01-18T11:30:00Z;2023-01-18T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/3987807;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3987807;4360;0;KUB Nord: Data Lab;41;KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N;NA;33560;Harvesting;16332;Christian Knudsen;NA;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/boks_til_ku3.jpg;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3987807;Åbent værksted i Labbet / drop in consultations at KUB Datalab;FALSE;2023-01-18T11:30:00Z;2023-01-18T13:30:00Z;"<p>Having problems importing data? Or cleaning it? Is the structure weird, or are you getting strange error messages when you try to fit a model?</p>

<p>Drop in with your data and your problem, and we will do our best to help you. We offer no opinions on what statistical test you should run on your data. But we will get it to work.&nbsp;</p>

<p>No registration required, we try to assist everyone, but if necessary on a &quot;first-come, first-served&quot; basis</p>";https://kubkalender.kb.dk/event/3987807;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3987807;4360;0;KUB Nord: Data Lab;41;KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N;NA;33563;Visualisation;16332;Christian Knudsen;NA;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/boks_til_ku3.jpg;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3908957;Digital humaniora og programmering i Python 1;FALSE;2023-01-23T08:00:00Z;2023-01-23T10:00:00Z;"<p>Kurset gennemg&aring;r grundl&aelig;ggende Python-kode, der kan f&aring; dig i gang med at bruge programmering som redskab til tekstbehandling, kvantitative analyser og tekst- og datamining.</p>

<p>Mere teknisk fortalt gennemg&aring;r vi begreber som variabler, v&aelig;rdier, datatyperne tekststrenge og lister, l&oslash;kker og import af pakker. Samtidigt l&aelig;rer du om at klarg&oslash;re tekster til digital tekstanalyse, og eftersom vi benytter python-programmet Jupyter Notebook, s&aring; opn&aring;r du ogs&aring; et kendskab til det.</p>";https://kubkalender.kb.dk/event/3908957;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3908957;14429;0;KUB Datalab - Sdr Campus;39;KUB Søndre Campus, Karen Blixens Plads 7, 2300 Kbh. S;NA;32027;Datalab;9876;Lars Kjær;Lars Kjær;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/Python_logo.jpg;NA;0;0;TRUE;TRUE;35;19;0;0;19;TRUE;NA;NA;NA;NA;NA;NA;NA
3908958;Digital humaniora og programmering i Python 2;FALSE;2023-01-23T10:30:00Z;2023-01-23T12:30:00Z;"<p>Kurset gennemg&aring;r, hvordan man s&oslash;ge i tekster ved hj&aelig;lp af &rsquo;regul&aelig;re udtryk&rsquo; (RegEX). RegEX er super smarte, fordi man kan bruge dem til at tr&aelig;kke udvalgte stykker tekst ud af en st&oslash;rre tekstsamling, og p&aring; den m&aring;de er regul&aelig;re udtryk meget anvendelige i forhold til tekst- og datamining. Udfordringen er at l&aelig;re at formulere de regul&aelig;re udtryk, men n&aring;r man kommer i gang med udfordringen, er det sjovt, &rsquo;kr&oslash;llet&rsquo; og sp&aelig;ndende at opleve, hvordan man utroligt hurtigt kan fremfinde de passager i tekster, som man er interesseret i. Python underst&oslash;tter regul&aelig;re udtryk, s&aring; det er Python, der er kursets udgangspunkt. Hvis man vil deltage p&aring; kurset, er det ogs&aring; en god id&eacute; at have deltaget p&aring; kurset Digital humaniora og programmering 1.</p>";https://kubkalender.kb.dk/event/3908958;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3908958;14429;0;KUB Datalab - Sdr Campus;39;KUB Søndre Campus, Karen Blixens Plads 7, 2300 Kbh. S;NA;32027;Datalab;9876;Lars Kjær;NA;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;TRUE;#18E0F2;https://libapps-eu.s3.amazonaws.com/customers/105/images/Python_logo.jpg;NA;0;0;TRUE;TRUE;25;11;0;0;11;TRUE;NA;NA;NA;NA;NA;NA;NA
